club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
1390,cagliari-calcio,Cagliari Calcio,IT1,95.9,27,26.3,12,44.4,6,Unipol Domus,16416,£-6.48m,Fabio Liverani,https://www.transfermarkt.co.uk/cagliari-calcio/startseite/verein/1390
252,genua-cfc,Genua Cfc,IT1,88.52,32,25.7,17,53.1,8,Luigi Ferraris,34901,£-18.36m,Alexander Blessin,https://www.transfermarkt.co.uk/genua-cfc/startseite/verein/252
5817,sonderjyske,Sonderjyske,DK1,8.21,28,24.6,13,46.4,4,Sydbank Park,10000,£-139Th.,Henrik Hansen,https://www.transfermarkt.co.uk/sonderjyske/startseite/verein/5817
16239,desna-chernigiv,Desna Chernigiv,UKR1,2.81,15,25.2,2,13.3,0,Stadion im. Yuriya Gagarina,12060,+£450Th.,Oleksandr Ryabokon,https://www.transfermarkt.co.uk/desna-chernigiv/startseite/verein/16239
6993,fk-mariupol,Fk Mariupol,UKR1,4.86,18,22.4,0,,0,Stadion im. Volodymyra Boyko,12680,+-0,Ostap Markevych,https://www.transfermarkt.co.uk/fk-mariupol/startseite/verein/6993
1123,norwich-city,Norwich City,GB1,125.19,37,25.1,23,62.2,15,Carrow Road,27244,£-23.09m,Dean Smith,https://www.transfermarkt.co.uk/norwich-city/startseite/verein/1123
1010,fc-watford,Fc Watford,GB1,131.22,34,27.4,29,85.3,18,Vicarage Road,21577,£-27.59m,Roy Hodgson,https://www.transfermarkt.co.uk/fc-watford/startseite/verein/1010
1108,deportivo-alaves,Deportivo Alaves,ES1,51.66,26,27.2,7,26.9,2,Mendizorrotza,19840,+£2.12m,Luis García,https://www.transfermarkt.co.uk/deportivo-alaves/startseite/verein/1108
16795,fc-granada,Fc Granada,ES1,80.46,29,27.8,13,44.8,4,Nuevo Los Cármenes,19336,£-12.11m,Aitor Karanka,https://www.transfermarkt.co.uk/fc-granada/startseite/verein/16795
10,arminia-bielefeld,Arminia Bielefeld,L1,51.44,25,25.0,16,64.0,5,SchücoArena,26515,£-8.45m,Marco Kostmann,https://www.transfermarkt.co.uk/arminia-bielefeld/startseite/verein/10
41274,beerschot-v-a-,Beerschot V A ,BE1,13.41,26,25.9,15,57.7,2,Olympisch Stadion,12771,£-2.01m,Greg Vanderidt,https://www.transfermarkt.co.uk/beerschot-v-a-/startseite/verein/41274
979,moreirense-fc,Moreirense Fc,PO1,10.17,26,26.9,18,69.2,2,E. C. J. de Almeida Freitas,6153,+£5.58m,Ricardo Sá Pinto,https://www.transfermarkt.co.uk/moreirense-fc/startseite/verein/979
2457,belenenses-sad,Belenenses Sad,PO1,11.7,28,25.1,14,50.0,4,Estádio das Seixas,12500,+£2.03m,Franclim Carvalho,https://www.transfermarkt.co.uk/belenenses-sad/startseite/verein/2457
3368,ud-levante,Ud Levante,ES1,66.51,28,28.5,9,32.1,4,Ciutat de València,25354,£-1.13m,Mehdi Nafti,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
403,willem-ii-tilburg,Willem Ii Tilburg,NL1,12.13,27,24.8,17,63.0,0,Koning Willem II Stadion,14700,+£3.65m,Kevin Hofland,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
1269,pec-zwolle,Pec Zwolle,NL1,12.22,30,24.6,12,40.0,3,MAC³PARK stadion,14000,+-0,Dick Schreuder,https://www.transfermarkt.co.uk/pec-zwolle/startseite/verein/1269
1304,heracles-almelo,Heracles Almelo,NL1,13.61,32,23.5,22,68.8,1,Erve Asito,12080,+£45Th.,René Kolmschot,https://www.transfermarkt.co.uk/heracles-almelo/startseite/verein/1304
7179,cd-tondela,Cd Tondela,PO1,17.51,27,24.8,18,66.7,5,Estádio João Cardoso,5000,+£378Th.,Nuno Campos,https://www.transfermarkt.co.uk/cd-tondela/startseite/verein/7179
3729,arsenal-tula,Arsenal Tula,RU1,15.37,25,28.2,6,24.0,3,Arsenal,19241,+£2.21m,Oleg Kononov,https://www.transfermarkt.co.uk/arsenal-tula/startseite/verein/3729
2698,rubin-kazan,Rubin Kazan,RU1,24.35,22,25.0,4,18.2,4,Ak Bars Arena,45379,+£2.62m,Leonid Slutski,https://www.transfermarkt.co.uk/rubin-kazan/startseite/verein/2698
28095,fk-ufa,Fk Ufa,RU1,15.35,24,26.6,7,29.2,2,BetBoom Arena,15132,+£419Th.,Sergey Tomarov,https://www.transfermarkt.co.uk/fk-ufa/startseite/verein/28095
40,fc-girondins-bordeaux,Fc Girondins Bordeaux,FR1,75.51,31,25.2,19,61.3,11,Matmut Atlantique,42052,+£7.47m,David Guion,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40
618,as-saint-etienne,As Saint Etienne,FR1,86.67,29,25.3,15,51.7,8,Stade Geoffroy-Guichard,42000,£-540Th.,Laurent Batlles,https://www.transfermarkt.co.uk/as-saint-etienne/startseite/verein/618
317,fc-twente-enschede,Fc Twente Enschede,NL1,38.66,27,24.2,10,37.0,4,De Grolsch Veste,30205,£-450Th.,Ron Jans,https://www.transfermarkt.co.uk/fc-twente-enschede/startseite/verein/317
1124,fakel-voronezh,Fakel Voronezh,RU1,8.57,25,27.3,0,,0,Central Stadium of Profsoyuzes,21793,£-108Th.,Dmitri Pyatibratov,https://www.transfermarkt.co.uk/fakel-voronezh/startseite/verein/1124
798,sbv-excelsior-rotterdam,Sbv Excelsior Rotterdam,NL1,9.11,23,23.1,8,34.8,1,Van Donge & De Roo Stadion - Woudestein,4400,+£2.36m,Marinus Dijkhuizen,https://www.transfermarkt.co.uk/sbv-excelsior-rotterdam/startseite/verein/798
234,feyenoord-rotterdam,Feyenoord Rotterdam,NL1,122.72,27,23.0,17,63.0,12,"Stadion Feyenoord ""De Kuip""",47500,+£33.41m,Arne Slot,https://www.transfermarkt.co.uk/feyenoord-rotterdam/startseite/verein/234
33,fc-schalke-04,Fc Schalke 04,L1,49.23,27,26.7,13,48.1,4,Veltins-Arena,62271,+£7.26m,Frank Kramer,https://www.transfermarkt.co.uk/fc-schalke-04/startseite/verein/33
2414,ac-horsens,Ac Horsens,DK1,6.35,20,25.5,8,40.0,3,Casa Arena Horsens,10400,£-90Th.,Jens Berthel Askou,https://www.transfermarkt.co.uk/ac-horsens/startseite/verein/2414
1090,az-alkmaar,Az Alkmaar,NL1,64.62,26,22.6,11,42.3,7,AFAS Stadion,19478,+£4.95m,Pascal Jansen,https://www.transfermarkt.co.uk/az-alkmaar/startseite/verein/1090
2715,rfc-seraing,Rfc Seraing,BE1,11.79,30,23.6,20,64.5,5,Stade du Paray,6744,+-0,José Jeunechamps,https://www.transfermarkt.co.uk/rfc-seraing/startseite/verein/2715
3508,sv-zulte-waregem,Sv Zulte Waregem,BE1,12.69,30,24.2,17,56.7,3,Elindus Arena,12250,+£45Th.,Mbaye Leye,https://www.transfermarkt.co.uk/sv-zulte-waregem/startseite/verein/3508
80,vfl-bochum,Vfl Bochum,L1,40.86,29,27.2,17,58.6,8,Vonovia Ruhrstadion,26000,+£12.29m,Thomas Letsch,https://www.transfermarkt.co.uk/vfl-bochum/startseite/verein/80
465,st-mirren-fc,St Mirren Fc,SC1,7.27,23,26.7,13,56.5,6,The SMISA Stadium,8023,+-0,Stephen Robinson,https://www.transfermarkt.co.uk/st-mirren-fc/startseite/verein/465
475,vv-st-truiden,Vv St Truiden,BE1,15.12,24,26.6,13,54.2,3,Stayen,14600,+£2.70m,Bernd Hollerbach,https://www.transfermarkt.co.uk/vv-st-truiden/startseite/verein/475
46,inter-mailand,Inter Mailand,IT1,543.65,28,27.5,17,60.7,16,Giuseppe Meazza,75923,£-27.18m,Simone Inzaghi,https://www.transfermarkt.co.uk/inter-mailand/startseite/verein/46
1245,kas-eupen,Kas Eupen,BE1,16.27,32,22.8,22,68.8,7,Kehrweg-Stadion,8331,+£1.65m,Bernd Storck,https://www.transfermarkt.co.uk/kas-eupen/startseite/verein/1245
383,psv-eindhoven,Psv Eindhoven,NL1,196.2,29,24.0,17,58.6,8,Philips Stadion,35000,+£4.05m,Ruud van Nistelrooy,https://www.transfermarkt.co.uk/psv-eindhoven/startseite/verein/383
11688,giresunspor,Giresunspor,TR1,15.59,27,25.0,10,37.0,2,Çotanak Spor Kompleksi,21500,+£436Th.,Hakan Keles,https://www.transfermarkt.co.uk/giresunspor/startseite/verein/11688
2759,ross-county-fc,Ross County Fc,SC1,7.02,26,24.8,19,73.1,1,Global Energy Stadium,6541,£-82Th.,Malky Mackay,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759
10484,kasimpasa,Kasimpasa,TR1,26.17,29,26.8,14,48.3,5,Recep Tayyip Erdoğan Stadyumu,13856,+£4.32m,Senol Can,https://www.transfermarkt.co.uk/kasimpasa/startseite/verein/10484
610,ajax-amsterdam,Ajax Amsterdam,NL1,266.22,27,24.7,11,40.7,17,Johan Cruijff ArenA,55600,+£100.01m,Alfred Schreuder,https://www.transfermarkt.co.uk/ajax-amsterdam/startseite/verein/610
3205,kayserispor,Kayserispor,TR1,26.87,32,25.7,15,46.9,3,Büyükşehir Belediyesi Kadir Has,32864,+£1.80m,Cagdas Atan,https://www.transfermarkt.co.uk/kayserispor/startseite/verein/3205
868,mke-ankaragucu,Mke Ankaragucu,TR1,32.72,32,27.0,16,50.0,4,Eryaman Stadyumu,20560,£-938Th.,Ömer Erdogan,https://www.transfermarkt.co.uk/mke-ankaragucu/startseite/verein/868
11282,alanyaspor,Alanyaspor,TR1,37.49,31,24.8,15,48.4,5,Alanya Oba Stadyumu,10128,+-0,Francesco Farioli,https://www.transfermarkt.co.uk/alanyaspor/startseite/verein/11282
2293,konyaspor,Konyaspor,TR1,38.5,27,26.7,13,48.1,6,Medaş Konya Büyükşehir Stadyumu,42000,+£2.30m,Ilhan Palut,https://www.transfermarkt.co.uk/konyaspor/startseite/verein/2293
2381,sivasspor,Sivasspor,TR1,28.78,29,28.3,16,55.2,5,Yeni 4 Eylül Stadı,27532,£-90Th.,Riza Calimbay,https://www.transfermarkt.co.uk/sivasspor/startseite/verein/2381
924,istanbulspor,Istanbulspor,TR1,10.82,30,24.6,14,46.7,1,Esenyurt Necmi Kadıoğlu Stadyumu,7500,+£1.80m,Osman Zeki Korkmaz,https://www.transfermarkt.co.uk/istanbulspor/startseite/verein/924
7775,hatayspor,Hatayspor,TR1,26.57,30,26.5,13,41.9,8,Yeni Hatay Stadyumu,25000,£-459Th.,Volkan Demirel,https://www.transfermarkt.co.uk/hatayspor/startseite/verein/7775
6890,istanbul-basaksehir-fk,Istanbul Basaksehir Fk,TR1,50.13,31,26.7,17,54.8,6,Başakşehir Fatih Terim,17156,£-6.03m,Emre Belözoglu,https://www.transfermarkt.co.uk/istanbul-basaksehir-fk/startseite/verein/6890
114,besiktas-istanbul,Besiktas Istanbul,TR1,111.31,29,26.6,15,51.7,8,Vodafone Park,42590,£-8.15m,Valérien Ismaël,https://www.transfermarkt.co.uk/besiktas-istanbul/startseite/verein/114
449,trabzonspor,Trabzonspor,TR1,136.82,32,25.6,17,53.1,13,Şenol Güneş Spor Kompleksi,40782,+£11Th.,Abdullah Avci,https://www.transfermarkt.co.uk/trabzonspor/startseite/verein/449
6646,fatih-karagumruk,Fatih Karagumruk,TR1,27.16,29,25.8,14,46.7,6,Atatürk Olimpiyat,74753,+£1.69m,Andrea Pirlo,https://www.transfermarkt.co.uk/fatih-karagumruk/startseite/verein/6646
36,fenerbahce-istanbul,Fenerbahce Istanbul,TR1,161.62,31,25.9,17,54.8,15,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,47834,+£221Th.,Jorge Jesus,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36
24245,umraniyespor,Umraniyespor,TR1,9.02,28,27.4,12,42.9,2,Ümraniye Belediyesi Şehir Stadı,2500,+-0,Recep Ucar,https://www.transfermarkt.co.uk/umraniyespor/startseite/verein/24245
3522,spezia-calcio,Spezia Calcio,IT1,64.49,27,24.6,22,81.5,12,Alberto Picco,11512,£-1.53m,Luca Gotti,https://www.transfermarkt.co.uk/spezia-calcio/startseite/verein/3522
1005,us-lecce,Us Lecce,IT1,56.52,32,23.5,23,69.7,6,Ettore Giardiniero,31559,£-2.43m,Marco Baroni,https://www.transfermarkt.co.uk/us-lecce/startseite/verein/1005
1038,sampdoria-genua,Sampdoria Genua,IT1,74.03,29,26.5,14,46.7,7,Luigi Ferraris,36348,+£19.80m,Marco Giampaolo,https://www.transfermarkt.co.uk/sampdoria-genua/startseite/verein/1038
749,fc-empoli,Fc Empoli,IT1,81.86,30,24.2,17,58.6,10,Carlo Castellani,19847,+£13.16m,Paolo Zanetti,https://www.transfermarkt.co.uk/fc-empoli/startseite/verein/749
380,us-salernitana-1919,Us Salernitana 1919,IT1,86.22,31,26.3,19,63.3,8,Arechi,29739,£-21.04m,Davide Nicola,https://www.transfermarkt.co.uk/us-salernitana-1919/startseite/verein/380
2239,us-cremonese,Us Cremonese,IT1,67.39,31,25.0,17,54.8,7,Giovanni Zini,16003,£-23.67m,Massimiliano Alvini,https://www.transfermarkt.co.uk/us-cremonese/startseite/verein/2239
276,hellas-verona,Hellas Verona,IT1,86.85,30,25.5,16,55.2,7,Marcantonio Bentegodi,39211,£-9.81m,Gabriele Cioffi,https://www.transfermarkt.co.uk/hellas-verona/startseite/verein/276
2919,ac-monza,Ac Monza,IT1,116.06,37,26.5,10,26.3,6,U-Power Stadium - Brianteo,15039,£-21.51m,Raffaele Palladino,https://www.transfermarkt.co.uk/ac-monza/startseite/verein/2919
1025,fc-bologna,Fc Bologna,IT1,125.28,30,24.9,20,66.7,11,Stadio Renato Dall’Ara,36462,+£10.98m,Thiago Motta,https://www.transfermarkt.co.uk/fc-bologna/startseite/verein/1025
589,antalyaspor,Antalyaspor,TR1,33.46,29,27.4,15,51.7,3,Corendon Airlines Park Antalya Stadı,32537,+£1.91m,Nuri Sahin,https://www.transfermarkt.co.uk/antalyaspor/startseite/verein/589
6574,us-sassuolo,Us Sassuolo,IT1,183.6,29,25.0,18,62.1,11,Mapei Stadium - Città del Tricolore,21584,+£23.04m,Alessio Dionisi,https://www.transfermarkt.co.uk/us-sassuolo/startseite/verein/6574
416,fc-turin,Fc Turin,IT1,132.8,28,24.0,22,81.5,17,Stadio Olimpico Grande Torino,28177,+£12.17m,Ivan Juric,https://www.transfermarkt.co.uk/fc-turin/startseite/verein/416
398,lazio-rom,Lazio Rom,IT1,240.62,26,26.5,17,65.4,10,Olimpico di Roma,73261,£-3.21m,Maurizio Sarri,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398
430,ac-florenz,Ac Florenz,IT1,239.99,28,25.6,15,53.6,12,Artemio Franchi,47282,+£18.99m,Vincenzo Italiano,https://www.transfermarkt.co.uk/ac-florenz/startseite/verein/430
800,atalanta-bergamo,Atalanta Bergamo,IT1,296.55,26,26.1,17,65.4,17,Gewiss Stadium,22512,£-15.56m,Gian Piero Gasperini,https://www.transfermarkt.co.uk/atalanta-bergamo/startseite/verein/800
2832,gaziantep-fk,Gaziantep Fk,TR1,25.92,28,26.0,16,57.1,3,Kalyon Stadyumu,33502,£-407Th.,Erol Bulut,https://www.transfermarkt.co.uk/gaziantep-fk/startseite/verein/2832
6195,ssc-neapel,Ssc Neapel,IT1,401.45,27,25.5,18,66.7,18,Stadio Diego Armando Maradona,54726,+£11.61m,Luciano Spalletti,https://www.transfermarkt.co.uk/ssc-neapel/startseite/verein/6195
506,juventus-turin,Juventus Turin,IT1,444.06,27,26.7,16,59.3,19,Allianz Stadium,41507,+£3.38m,Massimiliano Allegri,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506
5,ac-mailand,Ac Mailand,IT1,500.0,31,26.0,25,80.6,19,Giuseppe Meazza,75923,£-31.64m,Stefano Pioli,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5
987,motherwell-fc,Motherwell Fc,SC1,7.85,25,25.7,15,60.0,4,Fir Park,13750,+-0,Stevie Hammell,https://www.transfermarkt.co.uk/motherwell-fc/startseite/verein/987
370,aberdeen-fc,Aberdeen Fc,SC1,9.16,24,24.5,18,75.0,3,Pittodrie Stadium,22199,+£6.06m,Jim Goodwin,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370
3840,adana-demirspor,Adana Demirspor,TR1,40.61,32,27.1,19,59.4,5,Yeni Adana Stadyumu,33000,+£2.18m,Vincenzo Montella,https://www.transfermarkt.co.uk/adana-demirspor/startseite/verein/3840
12,as-rom,As Rom,IT1,362.12,28,25.5,18,64.3,19,Olimpico di Roma,73261,+£37.22m,José Mourinho,https://www.transfermarkt.co.uk/as-rom/startseite/verein/12
43,heart-of-midlothian-fc,Heart Of Midlothian Fc,SC1,13.88,28,26.5,13,46.4,5,Tynecastle Park,19852,£-783Th.,Robbie Neilson,https://www.transfermarkt.co.uk/heart-of-midlothian-fc/startseite/verein/43
371,celtic-glasgow,Celtic Glasgow,SC1,97.11,27,25.7,19,70.4,14,Celtic Park,60832,£-20.41m,Ange Postecoglou,https://www.transfermarkt.co.uk/celtic-glasgow/startseite/verein/371
124,glasgow-rangers,Glasgow Rangers,SC1,114.59,32,26.2,22,68.8,15,Ibrox Stadium,50987,+£15.95m,Giovanni van Bronckhorst,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124
18105,pfk-lviv,Pfk Lviv,UKR1,3.69,20,24.1,0,,0,Arena Lviv,34915,+-0,Oleg Dulub,https://www.transfermarkt.co.uk/pfk-lviv/startseite/verein/18105
61825,fk-minaj,Fk Minaj,UKR1,4.05,27,25.6,1,3.7,0,Stadion Minaj,2000,+-0,Volodymyr Sharan,https://www.transfermarkt.co.uk/fk-minaj/startseite/verein/61825
26459,nk-veres-rivne,Nk Veres Rivne,UKR1,4.41,21,27.6,0,,0,Stadion Avangard (2022),10000,+£18Th.,Yuriy Virt,https://www.transfermarkt.co.uk/nk-veres-rivne/startseite/verein/26459
1241,livingston-fc,Livingston Fc,SC1,7.92,25,26.7,14,56.0,0,Tony Macaroni Arena,9512,+-0,David Martindale,https://www.transfermarkt.co.uk/livingston-fc/startseite/verein/1241
48726,rukh-lviv,Rukh Lviv,UKR1,4.55,23,23.1,3,13.0,0,Ukraina,28051,+£45Th.,Leonid Kuchuk,https://www.transfermarkt.co.uk/rukh-lviv/startseite/verein/48726
55686,metalist-1925-kharkiv,Metalist 1925 Kharkiv,UKR1,5.09,26,25.3,2,7.7,0,NSK Olimpisky,70050,+-0,Valeriy Kryventsov,https://www.transfermarkt.co.uk/metalist-1925-kharkiv/startseite/verein/55686
49364,ingulets-petrove,Ingulets Petrove,UKR1,4.86,27,26.3,2,7.7,1,Stadion Ingulets,1720,+-0,Sergiy Lavrynenko,https://www.transfermarkt.co.uk/ingulets-petrove/startseite/verein/49364
3592,kryvbas-kryvyi-rig,Kryvbas Kryvyi Rig,UKR1,5.56,26,25.5,3,11.1,0,NSK Olimpisky,70050,+-0,Yuriy Vernydub,https://www.transfermarkt.co.uk/kryvbas-kryvyi-rig/startseite/verein/3592
2553,kilmarnock-fc,Kilmarnock Fc,SC1,8.53,31,25.6,18,58.1,3,"BBSP Stadium, Rugby Park",18128,+-0,Derek McInnes,https://www.transfermarkt.co.uk/kilmarnock-fc/startseite/verein/2553
903,hibernian-fc,Hibernian Fc,SC1,13.73,27,24.8,18,66.7,4,Easter Road Stadium,20250,+£3.34m,Lee Johnson,https://www.transfermarkt.co.uk/hibernian-fc/startseite/verein/903
48332,kolos-kovalivka,Kolos Kovalivka,UKR1,8.28,25,26.9,2,8.0,2,Kolos,5050,+£450Th.,Yaroslav Vyshnyak,https://www.transfermarkt.co.uk/kolos-kovalivka/startseite/verein/48332
141,galatasaray-istanbul,Galatasaray Istanbul,TR1,138.02,29,25.6,16,55.2,13,Ali Sami Yen Spor Kompleksi NEF Stadyumu,52223,£-16.69m,Okan Buruk,https://www.transfermarkt.co.uk/galatasaray-istanbul/startseite/verein/141
2740,vorskla-poltava,Vorskla Poltava,UKR1,10.35,26,25.7,7,26.9,4,Stadion Minaj,0,£-1.23m,Viktor Skrypnyk,https://www.transfermarkt.co.uk/vorskla-poltava/startseite/verein/2740
60551,sk-dnipro-1,Sk Dnipro 1,UKR1,21.33,28,25.3,9,34.6,4,Avangard,10640,+£720Th.,Oleksandr Kucher,https://www.transfermarkt.co.uk/sk-dnipro-1/startseite/verein/60551
660,shakhtar-donetsk,Shakhtar Donetsk,UKR1,71.82,29,24.7,4,13.8,10,Arena Lviv,34915,+£33.93m,Igor Jovicevic,https://www.transfermarkt.co.uk/shakhtar-donetsk/startseite/verein/660
338,dynamo-kiew,Dynamo Kiew,UKR1,98.82,35,24.7,6,17.1,13,NSK Olimpiyskyi,70050,£-2.57m,Mircea Lucescu,https://www.transfermarkt.co.uk/dynamo-kiew/startseite/verein/338
6992,chornomorets-odessa,Chornomorets Odessa,UKR1,5.87,26,27.4,4,14.8,0,Stadion Chornomorets (2011),34164,+-0,Roman Grygorchuk,https://www.transfermarkt.co.uk/chornomorets-odessa/startseite/verein/6992
2671,pas-giannina,Pas Giannina,GR1,8.62,27,24.5,13,48.1,1,Stadio Zosimades,7652,+£2.41m,Athanasios Staikos,https://www.transfermarkt.co.uk/pas-giannina/startseite/verein/2671
2672,apo-levadiakos,Apo Levadiakos,GR1,9.09,26,26.6,15,55.6,1,Stadio Livadias,5915,+-0,Jasminko Velic,https://www.transfermarkt.co.uk/apo-levadiakos/startseite/verein/2672
553,ionikos-nikeas,Ionikos Nikeas,GR1,8.08,26,27.3,14,58.3,2,Dimotiko Gipedo Neapolis,6000,+-0,Dimitrios Spanos,https://www.transfermarkt.co.uk/ionikos-nikeas/startseite/verein/553
6676,asteras-tripolis,Asteras Tripolis,GR1,9.5,32,27.0,23,67.6,0,Gipedo Theodoros Kolokotronis,7423,+-0,Iraklis Metaxas,https://www.transfermarkt.co.uk/asteras-tripolis/startseite/verein/6676
6418,panetolikos-gfs,Panetolikos Gfs,GR1,10.04,28,25.4,12,42.9,3,Gipedo Panetolikou,5230,+-0,Giannis Anastasiou,https://www.transfermarkt.co.uk/panetolikos-gfs/startseite/verein/6418
3060,atromitos-athen,Atromitos Athen,GR1,10.17,30,25.1,14,46.7,2,Stadio Peristeriou,9050,+£1.35m,Chris Coleman,https://www.transfermarkt.co.uk/atromitos-athen/startseite/verein/3060
60949,volos-nps,Volos Nps,GR1,10.89,30,25.5,18,60.0,2,Panthessaliko Stadio,22700,+£1.14m,Konstantinos Bratsos,https://www.transfermarkt.co.uk/volos-nps/startseite/verein/60949
653,ofi-kreta,Ofi Kreta,GR1,13.64,32,26.3,15,46.9,2,Gipedo Theodoros Vardinogiannis,9088,+£630Th.,Nikolaos Nioplias,https://www.transfermarkt.co.uk/ofi-kreta/startseite/verein/653
10690,zorya-lugansk,Zorya Lugansk,UKR1,10.4,27,24.0,1,3.8,1,Avangard,10640,+£1.13m,Patrick van Leeuwen,https://www.transfermarkt.co.uk/zorya-lugansk/startseite/verein/10690
265,panathinaikos-athen,Panathinaikos Athen,GR1,35.1,29,26.8,19,65.5,8,Apostolos Nikolaidis,15000,+£540Th.,Ivan Jovanovic,https://www.transfermarkt.co.uk/panathinaikos-athen/startseite/verein/265
83678,metal-kharkiv,Metal Kharkiv,UKR1,4.43,28,25.9,1,3.6,0,Avangard,10640,£-738Th.,Oleg Ratiy,https://www.transfermarkt.co.uk/metal-kharkiv/startseite/verein/83678
605,aris-thessaloniki,Aris Thessaloniki,GR1,25.09,29,25.6,22,75.9,9,"Gipedo ""Kleanthis Vikelidis""",22800,+£1.62m,Alan Pardew,https://www.transfermarkt.co.uk/aris-thessaloniki/startseite/verein/605
1519,dundee-united-fc,Dundee United Fc,SC1,9.5,25,25.1,10,40.0,5,Tannadice Park,14223,£-320Th.,Liam Fox,https://www.transfermarkt.co.uk/dundee-united-fc/startseite/verein/1519
1091,paok-thessaloniki,Paok Thessaloniki,GR1,45.14,33,25.4,24,72.7,5,Toumba Stadium,28703,£-2.28m,Razvan Lucescu,https://www.transfermarkt.co.uk/paok-thessaloniki/startseite/verein/1091
931,fc-fulham,Fc Fulham,GB1,209.07,24,27.5,20,83.3,12,Craven Cottage,22384,£-36.45m,Marco Silva,https://www.transfermarkt.co.uk/fc-fulham/startseite/verein/931
18303,fk-oleksandriya,Fk Oleksandriya,UKR1,8.69,26,24.0,1,3.7,0,KSK Nika,7000,+-0,Yuriy Gura,https://www.transfermarkt.co.uk/fk-oleksandriya/startseite/verein/18303
399,leeds-united,Leeds United,GB1,257.67,27,24.9,19,70.4,10,Elland Road,37890,+£2.57m,Jesse Marsch,https://www.transfermarkt.co.uk/leeds-united/startseite/verein/399
683,olympiakos-piraus,Olympiakos Piraus,GR1,130.73,36,27.3,26,68.4,19,Stadio Georgios Karaiskakis,32115,£-7.65m,Míchel,https://www.transfermarkt.co.uk/olympiakos-piraus/startseite/verein/683
703,nottingham-forest,Nottingham Forest,GB1,268.29,31,26.4,19,61.3,17,The City Ground,30445,£-139.46m,Steve Cooper,https://www.transfermarkt.co.uk/nottingham-forest/startseite/verein/703
1148,fc-brentford,Fc Brentford,GB1,269.91,24,25.8,18,75.0,13,Brentford Community Stadium,17250,£-42.21m,Thomas Frank,https://www.transfermarkt.co.uk/fc-brentford/startseite/verein/1148
3999,pas-lamia-1964,Pas Lamia 1964,GR1,7.4,32,27.8,13,43.3,3,"Stadio Lamia ""Athanasios Diakos""",5500,+-0,Gianluca Festa,https://www.transfermarkt.co.uk/pas-lamia-1964/startseite/verein/3999
543,wolverhampton-wanderers,Wolverhampton Wanderers,GB1,347.63,24,25.6,23,95.8,12,Molineux Stadium,32050,£-71.55m,Bruno Lage,https://www.transfermarkt.co.uk/wolverhampton-wanderers/startseite/verein/543
762,newcastle-united,Newcastle United,GB1,379.89,28,27.5,16,57.1,10,St James' Park,52338,£-120.32m,Eddie Howe,https://www.transfermarkt.co.uk/newcastle-united/startseite/verein/762
1237,brighton-amp-hove-albion,Brighton Amp Hove Albion,GB1,266.94,24,24.9,17,70.8,12,AMEX Stadium,31800,+£61.35m,Roberto De Zerbi,https://www.transfermarkt.co.uk/brighton-amp-hove-albion/startseite/verein/1237
989,afc-bournemouth,Afc Bournemouth,GB1,158.31,27,26.0,13,48.1,9,Vitality Stadium,11329,£-24.21m,Gary O'Neil,https://www.transfermarkt.co.uk/afc-bournemouth/startseite/verein/989
410,udinese-calcio,Udinese Calcio,IT1,97.56,27,25.1,22,78.6,6,Dacia Arena,25144,+£3.78m,Andrea Sottil,https://www.transfermarkt.co.uk/udinese-calcio/startseite/verein/410
379,west-ham-united,West Ham United,GB1,424.71,24,27.8,18,75.0,16,London Stadium,60000,£-147.78m,David Moyes,https://www.transfermarkt.co.uk/west-ham-united/startseite/verein/379
11,fc-arsenal,Fc Arsenal,GB1,598.95,23,24.4,16,69.6,18,Emirates Stadium,60704,£-97.44m,Mikel Arteta,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11
2578,st-johnstone-fc,St Johnstone Fc,SC1,8.62,28,27.1,14,48.3,4,McDiarmid Park,10696,+-0,Callum Davidson,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578
148,tottenham-hotspur,Tottenham Hotspur,GB1,616.77,25,26.2,17,68.0,19,Tottenham Hotspur Stadium,62062,£-118.04m,Antonio Conte,https://www.transfermarkt.co.uk/tottenham-hotspur/startseite/verein/148
2441,aek-athen,Aek Athen,GR1,49.1,27,27.8,17,63.0,14,"Olympiakó Stádio Athinon ""Spyros Louis""",69618,£-2.52m,Matías Almeyda,https://www.transfermarkt.co.uk/aek-athen/startseite/verein/2441
